number,name,type1,type2,total_stats,hp,attack,defense,sp_atk,sp_def,speed,generation,legendary
371,bagon,dragon,none,300,45,75,60,40,30,50,3,False
372,shelgon,dragon,none,420,65,95,100,60,50,50,3,False
373,salamence,dragon,flying,600,95,135,80,110,80,100,3,False
373,mega salamence,dragon,flying,700,95,145,130,120,90,120,3,False
374,beldum,steel,psychic,300,40,55,80,35,60,30,3,False
375,metang,steel,psychic,420,60,75,100,55,80,50,3,False
376,metagross,steel,psychic,600,80,135,130,95,90,70,3,False
376,mega metagross,steel,psychic,700,80,145,150,105,110,110,3,False
377,regirock,rock,none,580,80,100,200,50,100,50,3,True
378,regice,ice,none,580,80,50,100,100,200,50,3,True
379,registeel,steel,none,580,80,75,150,75,150,50,3,True
380,latias,dragon,psychic,600,80,80,90,110,130,110,3,True
380,mega latias,dragon,psychic,700,80,100,120,140,150,110,3,True
381,latios,dragon,psychic,600,80,90,80,130,110,110,3,True
381,mega latios,dragon,psychic,700,80,130,100,160,120,110,3,True
382,kyogre,water,none,670,100,100,90,150,140,90,3,True
382,primal kyogre,water,none,770,100,150,90,180,160,90,3,True
383,groudon,ground,none,670,100,150,140,100,90,90,3,True
383,primal groudon,ground,fire,770,100,180,160,150,90,90,3,True
384,rayquaza,dragon,flying,680,105,150,90,150,90,95,3,True
384,mega rayquaza,dragon,flying,780,105,180,100,180,100,115,3,True
385,jirachi,steel,psychic,600,100,100,100,100,100,100,3,True
386,deoxys normal forme,psychic,none,600,50,150,50,150,50,150,3,True
386,deoxys attack forme,psychic,none,600,50,180,20,180,20,150,3,True
386,deoxys defense forme,psychic,none,600,50,70,160,70,160,90,3,True
386,deoxys speed forme,psychic,none,600,50,95,90,95,90,180,3,True
387,turtwig,grass,none,318,55,68,64,45,55,31,4,False
388,grotle,grass,none,405,75,89,85,55,65,36,4,False
389,torterra,grass,ground,525,95,109,105,75,85,56,4,False
390,chimchar,fire,none,309,44,58,44,58,44,61,4,False
391,monferno,fire,fighting,405,64,78,52,78,52,81,4,False
392,infernape,fire,fighting,534,76,104,71,104,71,108,4,False
393,piplup,water,none,314,53,51,53,61,56,40,4,False
394,prinplup,water,none,405,64,66,68,81,76,50,4,False
395,empoleon,water,steel,530,84,86,88,111,101,60,4,False
396,starly,normal,flying,245,40,55,30,30,30,60,4,False
397,staravia,normal,flying,340,55,75,50,40,40,80,4,False
398,staraptor,normal,flying,485,85,120,70,50,60,100,4,False
399,bidoof,normal,none,250,59,45,40,35,40,31,4,False
400,bibarel,normal,water,410,79,85,60,55,60,71,4,False
401,kricketot,bug,none,194,37,25,41,25,41,25,4,False
402,kricketune,bug,none,384,77,85,51,55,51,65,4,False
403,shinx,electric,none,263,45,65,34,40,34,45,4,False
404,luxio,electric,none,363,60,85,49,60,49,60,4,False
405,luxray,electric,none,523,80,120,79,95,79,70,4,False
406,budew,grass,poison,280,40,30,35,50,70,55,4,False
407,roserade,grass,poison,515,60,70,65,125,105,90,4,False
408,cranidos,rock,none,350,67,125,40,30,30,58,4,False
409,rampardos,rock,none,495,97,165,60,65,50,58,4,False
410,shieldon,rock,steel,350,30,42,118,42,88,30,4,False
411,bastiodon,rock,steel,495,60,52,168,47,138,30,4,False
412,burmy,bug,none,224,40,29,45,29,45,36,4,False
413,wormadam plant cloak,bug,grass,424,60,59,85,79,105,36,4,False
413,wormadam sandy cloak,bug,ground,424,60,79,105,59,85,36,4,False
413,wormadam trash cloak,bug,steel,424,60,69,95,69,95,36,4,False
414,mothim,bug,flying,424,70,94,50,94,50,66,4,False
415,combee,bug,flying,244,30,30,42,30,42,70,4,False
416,vespiquen,bug,flying,474,70,80,102,80,102,40,4,False
417,pachirisu,electric,none,405,60,45,70,45,90,95,4,False
418,buizel,water,none,330,55,65,35,60,30,85,4,False
419,floatzel,water,none,495,85,105,55,85,50,115,4,False
420,cherubi,grass,none,275,45,35,45,62,53,35,4,False
421,cherrim,grass,none,450,70,60,70,87,78,85,4,False
422,shellos,water,none,325,76,48,48,57,62,34,4,False
423,gastrodon,water,ground,475,111,83,68,92,82,39,4,False
424,ambipom,normal,none,482,75,100,66,60,66,115,4,False
425,drifloon,ghost,flying,348,90,50,34,60,44,70,4,False
426,drifblim,ghost,flying,498,150,80,44,90,54,80,4,False
427,buneary,normal,none,350,55,66,44,44,56,85,4,False
428,lopunny,normal,none,480,65,76,84,54,96,105,4,False
428,mega lopunny,normal,fighting,580,65,136,94,54,96,135,4,False
429,mismagius,ghost,none,495,60,60,60,105,105,105,4,False
430,honchkrow,dark,flying,505,100,125,52,105,52,71,4,False
431,glameow,normal,none,310,49,55,42,42,37,85,4,False
432,purugly,normal,none,452,71,82,64,64,59,112,4,False
433,chingling,psychic,none,285,45,30,50,65,50,45,4,False
434,stunky,poison,dark,329,63,63,47,41,41,74,4,False
435,skuntank,poison,dark,479,103,93,67,71,61,84,4,False
436,bronzor,steel,psychic,300,57,24,86,24,86,23,4,False
437,bronzong,steel,psychic,500,67,89,116,79,116,33,4,False
438,bonsly,rock,none,290,50,80,95,10,45,10,4,False
439,mime jr.,psychic,fairy,310,20,25,45,70,90,60,4,False
440,happiny,normal,none,220,100,5,5,15,65,30,4,False
441,chatot,normal,flying,411,76,65,45,92,42,91,4,False
442,spiritomb,ghost,dark,485,50,92,108,92,108,35,4,False
443,gible,dragon,ground,300,58,70,45,40,45,42,4,False
444,gabite,dragon,ground,410,68,90,65,50,55,82,4,False
445,garchomp,dragon,ground,600,108,130,95,80,85,102,4,False
445,mega garchomp,dragon,ground,700,108,170,115,120,95,92,4,False
446,munchlax,normal,none,390,135,85,40,40,85,5,4,False
447,riolu,fighting,none,285,40,70,40,35,40,60,4,False
448,lucario,fighting,steel,525,70,110,70,115,70,90,4,False
448,mega lucario,fighting,steel,625,70,145,88,140,70,112,4,False
449,hippopotas,ground,none,330,68,72,78,38,42,32,4,False
450,hippowdon,ground,none,525,108,112,118,68,72,47,4,False
451,skorupi,poison,bug,330,40,50,90,30,55,65,4,False
452,drapion,poison,dark,500,70,90,110,60,75,95,4,False
453,croagunk,poison,fighting,300,48,61,40,61,40,50,4,False
454,toxicroak,poison,fighting,490,83,106,65,86,65,85,4,False
455,carnivine,grass,none,454,74,100,72,90,72,46,4,False
456,finneon,water,none,330,49,49,56,49,61,66,4,False
457,lumineon,water,none,460,69,69,76,69,86,91,4,False
458,mantyke,water,flying,345,45,20,50,60,120,50,4,False
459,snover,grass,ice,334,60,62,50,62,60,40,4,False
460,abomasnow,grass,ice,494,90,92,75,92,85,60,4,False
460,mega abomasnow,grass,ice,594,90,132,105,132,105,30,4,False
461,weavile,dark,ice,510,70,120,65,45,85,125,4,False
462,magnezone,electric,steel,535,70,70,115,130,90,60,4,False
463,lickilicky,normal,none,515,110,85,95,80,95,50,4,False
464,rhyperior,ground,rock,535,115,140,130,55,55,40,4,False
465,tangrowth,grass,none,535,100,100,125,110,50,50,4,False
466,electivire,electric,none,540,75,123,67,95,85,95,4,False
467,magmortar,fire,none,540,75,95,67,125,95,83,4,False
468,togekiss,fairy,flying,545,85,50,95,120,115,80,4,False
469,yanmega,bug,flying,515,86,76,86,116,56,95,4,False
470,leafeon,grass,none,525,65,110,130,60,65,95,4,False
471,glaceon,ice,none,525,65,60,110,130,95,65,4,False
472,gliscor,ground,flying,510,75,95,125,45,75,95,4,False
473,mamoswine,ice,ground,530,110,130,80,70,60,80,4,False
474,porygon-z,normal,none,535,85,80,70,135,75,90,4,False
475,gallade,psychic,fighting,518,68,125,65,65,115,80,4,False
475,mega gallade,psychic,fighting,618,68,165,95,65,115,110,4,False
476,probopass,rock,steel,525,60,55,145,75,150,40,4,False
477,dusknoir,ghost,none,525,45,100,135,65,135,45,4,False
478,froslass,ice,ghost,480,70,80,70,80,70,110,4,False
479,rotom,electric,ghost,440,50,50,77,95,77,91,4,False
479,heat rotom,electric,fire,520,50,65,107,105,107,86,4,False
479,wash rotom,electric,water,520,50,65,107,105,107,86,4,False
479,frost rotom,electric,ice,520,50,65,107,105,107,86,4,False
479,fan rotom,electric,flying,520,50,65,107,105,107,86,4,False
479,mow rotom,electric,grass,520,50,65,107,105,107,86,4,False
480,uxie,psychic,none,580,75,75,130,75,130,95,4,True
481,mesprit,psychic,none,580,80,105,105,105,105,80,4,True
482,azelf,psychic,none,580,75,125,70,125,70,115,4,True
483,dialga,steel,dragon,680,100,120,120,150,100,90,4,True
484,palkia,water,dragon,680,90,120,100,150,120,100,4,True
485,heatran,fire,steel,600,91,90,106,130,106,77,4,True
486,regigigas,normal,none,670,110,160,110,80,110,100,4,True
487,giratina altered forme,ghost,dragon,680,150,100,120,100,120,90,4,True
487,giratina origin forme,ghost,dragon,680,150,120,100,120,100,90,4,True
488,cresselia,psychic,none,600,120,70,120,75,130,85,4,True
489,phione,water,none,480,80,80,80,80,80,80,4,True
490,manaphy,water,none,600,100,100,100,100,100,100,4,True
491,darkrai,dark,none,600,70,90,90,135,90,125,4,True
492,shaymin land forme,grass,none,600,100,100,100,100,100,100,4,True
492,shaymin sky forme,grass,flying,600,100,103,75,120,75,127,4,True
493,arceus,normal,none,720,120,120,120,120,120,120,4,True
494,victini,psychic,fire,600,100,100,100,100,100,100,5,True
495,snivy,grass,none,308,45,45,55,45,55,63,5,False
496,servine,grass,none,413,60,60,75,60,75,83,5,False
497,serperior,grass,none,528,75,75,95,75,95,113,5,False
498,tepig,fire,none,308,65,63,45,45,45,45,5,False
499,pignite,fire,fighting,418,90,93,55,70,55,55,5,False
500,emboar,fire,fighting,528,110,123,65,100,65,65,5,False
501,oshawott,water,none,308,55,55,45,63,45,45,5,False
502,dewott,water,none,413,75,75,60,83,60,60,5,False
503,samurott,water,none,528,95,100,85,108,70,70,5,False
504,patrat,normal,none,255,45,55,39,35,39,42,5,False
505,watchog,normal,none,420,60,85,69,60,69,77,5,False
506,lillipup,normal,none,275,45,60,45,25,45,55,5,False
507,herdier,normal,none,370,65,80,65,35,65,60,5,False
508,stoutland,normal,none,500,85,110,90,45,90,80,5,False
509,purrloin,dark,none,281,41,50,37,50,37,66,5,False
510,liepard,dark,none,446,64,88,50,88,50,106,5,False
511,pansage,grass,none,316,50,53,48,53,48,64,5,False
512,simisage,grass,none,498,75,98,63,98,63,101,5,False
513,pansear,fire,none,316,50,53,48,53,48,64,5,False
514,simisear,fire,none,498,75,98,63,98,63,101,5,False
515,panpour,water,none,316,50,53,48,53,48,64,5,False
516,simipour,water,none,498,75,98,63,98,63,101,5,False
517,munna,psychic,none,292,76,25,45,67,55,24,5,False
518,musharna,psychic,none,487,116,55,85,107,95,29,5,False
519,pidove,normal,flying,264,50,55,50,36,30,43,5,False
520,tranquill,normal,flying,358,62,77,62,50,42,65,5,False
521,unfezant,normal,flying,488,80,115,80,65,55,93,5,False
522,blitzle,electric,none,295,45,60,32,50,32,76,5,False
523,zebstrika,electric,none,497,75,100,63,80,63,116,5,False
524,roggenrola,rock,none,280,55,75,85,25,25,15,5,False
525,boldore,rock,none,390,70,105,105,50,40,20,5,False
526,gigalith,rock,none,515,85,135,130,60,80,25,5,False
527,woobat,psychic,flying,313,55,45,43,55,43,72,5,False
528,swoobat,psychic,flying,425,67,57,55,77,55,114,5,False
529,drilbur,ground,none,328,60,85,40,30,45,68,5,False
530,excadrill,ground,steel,508,110,135,60,50,65,88,5,False
531,audino,normal,none,445,103,60,86,60,86,50,5,False
531,mega audino,normal,fairy,545,103,60,126,80,126,50,5,False
532,timburr,fighting,none,305,75,80,55,25,35,35,5,False
533,gurdurr,fighting,none,405,85,105,85,40,50,40,5,False
534,conkeldurr,fighting,none,505,105,140,95,55,65,45,5,False
535,tympole,water,none,294,50,50,40,50,40,64,5,False
536,palpitoad,water,ground,384,75,65,55,65,55,69,5,False
537,seismitoad,water,ground,509,105,95,75,85,75,74,5,False
538,throh,fighting,none,465,120,100,85,30,85,45,5,False
539,sawk,fighting,none,465,75,125,75,30,75,85,5,False
540,sewaddle,bug,grass,310,45,53,70,40,60,42,5,False
541,swadloon,bug,grass,380,55,63,90,50,80,42,5,False
542,leavanny,bug,grass,500,75,103,80,70,80,92,5,False
543,venipede,bug,poison,260,30,45,59,30,39,57,5,False
544,whirlipede,bug,poison,360,40,55,99,40,79,47,5,False
545,scolipede,bug,poison,485,60,100,89,55,69,112,5,False
546,cottonee,grass,fairy,280,40,27,60,37,50,66,5,False
547,whimsicott,grass,fairy,480,60,67,85,77,75,116,5,False
548,petilil,grass,none,280,45,35,50,70,50,30,5,False
549,lilligant,grass,none,480,70,60,75,110,75,90,5,False
550,basculin,water,none,460,70,92,65,80,55,98,5,False
551,sandile,ground,dark,292,50,72,35,35,35,65,5,False
552,krokorok,ground,dark,351,60,82,45,45,45,74,5,False
553,krookodile,ground,dark,519,95,117,80,65,70,92,5,False
554,darumaka,fire,none,315,70,90,45,15,45,50,5,False
554,galarian darumaka,ice,none,315,70,90,45,15,45,50,8,False
555,darmanitan standard mode,fire,none,480,105,140,55,30,55,95,5,False
555,galarian darmanitan standard mode,ice,none,480,105,140,55,30,55,95,8,False
555,darmanitan zen mode,fire,psychic,540,105,30,105,140,105,55,5,False
555,galarian darmanitan zen mode,ice,fire,540,105,160,55,30,55,135,8,False
556,maractus,grass,none,461,75,86,67,106,67,60,5,False
557,dwebble,bug,rock,325,50,65,85,35,35,55,5,False
558,crustle,bug,rock,475,70,95,125,65,75,45,5,False
559,scraggy,dark,fighting,348,50,75,70,35,70,48,5,False
560,scrafty,dark,fighting,488,65,90,115,45,115,58,5,False
561,sigilyph,psychic,flying,490,72,58,80,103,80,97,5,False
562,yamask,ghost,none,303,38,30,85,55,65,30,5,False
562,galarian yamask,ground,ghost,303,38,55,85,30,65,30,8,False
563,cofagrigus,ghost,none,483,58,50,145,95,105,30,5,False
564,tirtouga,water,rock,355,54,78,103,53,45,22,5,False
565,carracosta,water,rock,495,74,108,133,83,65,32,5,False
566,archen,rock,flying,401,55,112,45,74,45,70,5,False
567,archeops,rock,flying,567,75,140,65,112,65,110,5,False
568,trubbish,poison,none,329,50,50,62,40,62,65,5,False
569,garbodor,poison,none,474,80,95,82,60,82,75,5,False
569,gigantamax garbodor,poison,none,474,80,95,82,60,82,75,5,False
570,zorua,dark,none,330,40,65,40,80,40,65,5,False
571,zoroark,dark,none,510,60,105,60,120,60,105,5,False
572,minccino,normal,none,300,55,50,40,40,40,75,5,False
573,cinccino,normal,none,470,75,95,60,65,60,115,5,False
574,gothita,psychic,none,290,45,30,50,55,65,45,5,False
575,gothorita,psychic,none,390,60,45,70,75,85,55,5,False
576,gothitelle,psychic,none,490,70,55,95,95,110,65,5,False
577,solosis,psychic,none,290,45,30,40,105,50,20,5,False
578,duosion,psychic,none,370,65,40,50,125,60,30,5,False
579,reuniclus,psychic,none,490,110,65,75,125,85,30,5,False
580,ducklett,water,flying,305,62,44,50,44,50,55,5,False
581,swanna,water,flying,473,75,87,63,87,63,98,5,False
582,vanillite,ice,none,305,36,50,50,65,60,44,5,False
583,vanillish,ice,none,395,51,65,65,80,75,59,5,False
584,vanilluxe,ice,none,535,71,95,85,110,95,79,5,False
585,deerling,normal,grass,335,60,60,50,40,50,75,5,False
586,sawsbuck,normal,grass,475,80,100,70,60,70,95,5,False
587,emolga,electric,flying,428,55,75,60,75,60,103,5,False
588,karrablast,bug,none,315,50,75,45,40,45,60,5,False
589,escavalier,bug,steel,495,70,135,105,60,105,20,5,False
590,foongus,grass,poison,294,69,55,45,55,55,15,5,False
591,amoonguss,grass,poison,464,114,85,70,85,80,30,5,False
592,frillish,water,ghost,335,55,40,50,65,85,40,5,False
593,jellicent,water,ghost,480,100,60,70,85,105,60,5,False
594,alomomola,water,none,470,165,75,80,40,45,65,5,False
595,joltik,bug,electric,319,50,47,50,57,50,65,5,False
596,galvantula,bug,electric,472,70,77,60,97,60,108,5,False
597,ferroseed,grass,steel,305,44,50,91,24,86,10,5,False
598,ferrothorn,grass,steel,489,74,94,131,54,116,20,5,False
599,klink,steel,none,300,40,55,70,45,60,30,5,False
600,klang,steel,none,440,60,80,95,70,85,50,5,False
601,klinklang,steel,none,520,60,100,115,70,85,90,5,False
602,tynamo,electric,none,275,35,55,40,45,40,60,5,False
603,eelektrik,electric,none,405,65,85,70,75,70,40,5,False
604,eelektross,electric,none,515,85,115,80,105,80,50,5,False
605,elgyem,psychic,none,335,55,55,55,85,55,30,5,False
606,beheeyem,psychic,none,485,75,75,75,125,95,40,5,False
607,litwick,ghost,fire,275,50,30,55,65,55,20,5,False
608,lampent,ghost,fire,370,60,40,60,95,60,55,5,False
609,chandelure,ghost,fire,520,60,55,90,145,90,80,5,False
610,axew,dragon,none,320,46,87,60,30,40,57,5,False
611,fraxure,dragon,none,410,66,117,70,40,50,67,5,False
612,haxorus,dragon,none,540,76,147,90,60,70,97,5,False
613,cubchoo,ice,none,305,55,70,40,60,40,40,5,False
614,beartic,ice,none,485,95,110,80,70,80,50,5,False
615,cryogonal,ice,none,485,70,50,30,95,135,105,5,False
616,shelmet,bug,none,305,50,40,85,40,65,25,5,False
617,accelgor,bug,none,495,80,70,40,100,60,145,5,False
618,stunfisk,ground,electric,471,109,66,84,81,99,32,5,False
618,galarian stunfisk,ground,steel,471,109,81,99,66,84,32,8,False
619,mienfoo,fighting,none,350,45,85,50,55,50,65,5,False
620,mienshao,fighting,none,510,65,125,60,95,60,105,5,False
621,druddigon,dragon,none,485,77,120,90,60,90,48,5,False
622,golett,ground,ghost,303,59,74,50,35,50,35,5,False
623,golurk,ground,ghost,483,89,124,80,55,80,55,5,False
624,pawniard,dark,steel,340,45,85,70,40,40,60,5,False
625,bisharp,dark,steel,490,65,125,100,60,70,70,5,False
626,bouffalant,normal,none,490,95,110,95,40,95,55,5,False
627,rufflet,normal,flying,350,70,83,50,37,50,60,5,False
628,braviary,normal,flying,510,100,123,75,57,75,80,5,False
629,vullaby,dark,flying,370,70,55,75,45,65,60,5,False
630,mandibuzz,dark,flying,510,110,65,105,55,95,80,5,False
631,heatmor,fire,none,484,85,97,66,105,66,65,5,False
632,durant,bug,steel,484,58,109,112,48,48,109,5,False
633,deino,dark,dragon,300,52,65,50,45,50,38,5,False
634,zweilous,dark,dragon,420,72,85,70,65,70,58,5,False
635,hydreigon,dark,dragon,600,92,105,90,125,90,98,5,False
636,larvesta,bug,fire,360,55,85,55,50,55,60,5,False
637,volcarona,bug,fire,550,85,60,65,135,105,100,5,False
638,cobalion,steel,fighting,580,91,90,129,90,72,108,5,True
639,terrakion,rock,fighting,580,91,129,90,72,90,108,5,True
640,virizion,grass,fighting,580,91,90,72,90,129,108,5,True
641,tornadus incarnate forme,flying,none,580,79,115,70,125,80,111,5,True
641,tornadus therian forme,flying,none,580,79,100,80,110,90,121,5,True
642,thundurus incarnate forme,electric,flying,580,79,115,70,125,80,111,5,True
642,thundurus therian forme,electric,flying,580,79,105,70,145,80,101,5,True
643,reshiram,dragon,fire,680,100,120,100,150,120,90,5,True
644,zekrom,dragon,electric,680,100,150,120,120,100,90,5,True
645,landorus incarnate forme,ground,flying,600,89,125,90,115,80,101,5,True
645,landorus therian forme,ground,flying,600,89,145,90,105,80,91,5,True
646,kyurem,dragon,ice,660,125,130,90,130,90,95,5,True
646,black kyurem,dragon,ice,700,125,170,100,120,90,95,5,True
646,white kyurem,dragon,ice,700,125,120,90,170,100,95,5,True
647,keldeo ordinary forme,water,fighting,580,91,72,90,129,90,108,5,True
647,keldeo resolute forme,water,fighting,580,91,72,90,129,90,108,5,True
648,meloetta aria forme,normal,psychic,600,100,77,77,128,128,90,5,True
648,meloetta pirouette forme,normal,fighting,600,100,128,90,77,77,128,5,True
649,genesect,bug,steel,600,71,120,95,120,95,99,5,True
650,chespin,grass,none,313,56,61,65,48,45,38,6,False
651,quilladin,grass,none,405,61,78,95,56,58,57,6,False
652,chesnaught,grass,fighting,530,88,107,122,74,75,64,6,False
653,fennekin,fire,none,307,40,45,40,62,60,60,6,False
654,braixen,fire,none,409,59,59,58,90,70,73,6,False
655,delphox,fire,psychic,534,75,69,72,114,100,104,6,False
656,froakie,water,none,314,41,56,40,62,44,71,6,False
657,frogadier,water,none,405,54,63,52,83,56,97,6,False
658,greninja,water,dark,530,72,95,67,103,71,122,6,False
658,ash-greninja,water,dark,640,72,145,67,153,71,132,6,False
659,bunnelby,normal,none,237,38,36,38,32,36,57,6,False
660,diggersby,normal,ground,423,85,56,77,50,77,78,6,False
661,fletchling,normal,flying,278,45,50,43,40,38,62,6,False
662,fletchinder,fire,flying,382,62,73,55,56,52,84,6,False
663,talonflame,fire,flying,499,78,81,71,74,69,126,6,False
664,scatterbug,bug,none,200,38,35,40,27,25,35,6,False
665,spewpa,bug,none,213,45,22,60,27,30,29,6,False
666,vivillon,bug,flying,411,80,52,50,90,50,89,6,False
667,litleo,fire,normal,369,62,50,58,73,54,72,6,False
668,pyroar,fire,normal,507,86,68,72,109,66,106,6,False
669,flabébé,fairy,none,303,44,38,39,61,79,42,6,False
670,floette,fairy,none,371,54,45,47,75,98,52,6,False
671,florges,fairy,none,552,78,65,68,112,154,75,6,False
672,skiddo,grass,none,350,66,65,48,62,57,52,6,False
673,gogoat,grass,none,531,123,100,62,97,81,68,6,False
674,pancham,fighting,none,348,67,82,62,46,48,43,6,False
675,pangoro,fighting,dark,495,95,124,78,69,71,58,6,False
676,furfrou,normal,none,472,75,80,60,65,90,102,6,False
677,espurr,psychic,none,355,62,48,54,63,60,68,6,False
678,meowstic male,psychic,none,466,74,48,76,83,81,104,6,False
678,meowstic female,psychic,none,466,74,48,76,83,81,104,6,False
679,honedge,steel,ghost,325,45,80,100,35,37,28,6,False
680,doublade,steel,ghost,448,59,110,150,45,49,35,6,False
681,aegislash blade forme,steel,ghost,520,60,150,50,150,50,60,6,False
681,aegislash shield forme,steel,ghost,520,60,50,150,50,150,60,6,False
682,spritzee,fairy,none,341,78,52,60,63,65,23,6,False
683,aromatisse,fairy,none,462,101,72,72,99,89,29,6,False
684,swirlix,fairy,none,341,62,48,66,59,57,49,6,False
685,slurpuff,fairy,none,480,82,80,86,85,75,72,6,False
686,inkay,dark,psychic,288,53,54,53,37,46,45,6,False
687,malamar,dark,psychic,482,86,92,88,68,75,73,6,False
688,binacle,rock,water,306,42,52,67,39,56,50,6,False
689,barbaracle,rock,water,500,72,105,115,54,86,68,6,False
690,skrelp,poison,water,320,50,60,60,60,60,30,6,False
691,dragalge,poison,dragon,494,65,75,90,97,123,44,6,False
692,clauncher,water,none,330,50,53,62,58,63,44,6,False
693,clawitzer,water,none,500,71,73,88,120,89,59,6,False
694,helioptile,electric,normal,289,44,38,33,61,43,70,6,False
695,heliolisk,electric,normal,481,62,55,52,109,94,109,6,False
696,tyrunt,rock,dragon,362,58,89,77,45,45,48,6,False
697,tyrantrum,rock,dragon,521,82,121,119,69,59,71,6,False
698,amaura,rock,ice,362,77,59,50,67,63,46,6,False
699,aurorus,rock,ice,521,123,77,72,99,92,58,6,False
700,sylveon,fairy,none,525,95,65,65,110,130,60,6,False
701,hawlucha,fighting,flying,500,78,92,75,74,63,118,6,False
702,dedenne,electric,fairy,431,67,58,57,81,67,101,6,False
703,carbink,rock,fairy,500,50,50,150,50,150,50,6,False
704,goomy,dragon,none,300,45,50,35,55,75,40,6,False
705,sliggoo,dragon,none,452,68,75,53,83,113,60,6,False
706,goodra,dragon,none,600,90,100,70,110,150,80,6,False
707,klefki,steel,fairy,470,57,80,91,80,87,75,6,False
708,phantump,ghost,grass,309,43,70,48,50,60,38,6,False
709,trevenant,ghost,grass,474,85,110,76,65,82,56,6,False
710,pumpkaboo average size,ghost,grass,335,49,66,70,44,55,51,6,False
710,pumpkaboo small size,ghost,grass,335,44,66,70,44,55,56,6,False
710,pumpkaboo large size,ghost,grass,335,54,66,70,44,55,46,6,False
710,pumpkaboo super size,ghost,grass,335,59,66,70,44,55,41,6,False
711,gourgeist average size,ghost,grass,494,65,90,122,58,75,84,6,False
711,gourgeist small size,ghost,grass,494,55,85,122,58,75,99,6,False
711,gourgeist large size,ghost,grass,494,75,95,122,58,75,69,6,False
711,gourgeist super size,ghost,grass,494,85,100,122,58,75,54,6,False
712,bergmite,ice,none,304,55,69,85,32,35,28,6,False
713,avalugg,ice,none,514,95,117,184,44,46,28,6,False
714,noibat,flying,dragon,245,40,30,35,45,40,55,6,False
715,noivern,flying,dragon,535,85,70,80,97,80,123,6,False
716,xerneas,fairy,none,680,126,131,95,131,98,99,6,True
717,yveltal,dark,flying,680,126,131,95,131,98,99,6,True
718,zygarde 10% forme,dragon,ground,486,54,100,71,61,85,115,6,True
718,zygarde 50% forme,dragon,ground,600,108,100,121,81,95,95,6,True
718,zygarde complete forme,dragon,ground,708,216,100,121,91,95,85,6,True
719,diancie,rock,fairy,600,50,100,150,100,150,50,6,True
719,mega diancie,rock,fairy,700,50,160,110,160,110,110,6,True
720,hoopa confined,psychic,ghost,600,80,110,60,150,130,70,6,True
720,hoopa unbound,psychic,dark,680,80,160,60,170,130,80,6,True
721,volcanion,fire,water,600,80,110,120,130,90,70,6,True
722,rowlet,grass,flying,320,68,55,55,50,50,42,7,False
723,dartrix,grass,flying,420,78,75,75,70,70,52,7,False
724,decidueye,grass,ghost,530,78,107,75,100,100,70,7,False
725,litten,fire,none,320,45,65,40,60,40,70,7,False
726,torracat,fire,none,420,65,85,50,80,50,90,7,False
727,incineroar,fire,dark,530,95,115,90,80,90,60,7,False
728,popplio,water,none,320,50,54,54,66,56,40,7,False
729,brionne,water,none,420,60,69,69,91,81,50,7,False
730,primarina,water,fairy,530,80,74,74,126,116,60,7,False
731,pikipek,normal,flying,265,35,75,30,30,30,65,7,False
732,trumbeak,normal,flying,355,55,85,50,40,50,75,7,False
733,toucannon,normal,flying,485,80,120,75,75,75,60,7,False
734,yungoos,normal,none,253,48,70,30,30,30,45,7,False
735,gumshoos,normal,none,418,88,110,60,55,60,45,7,False
736,grubbin,bug,none,300,47,62,45,55,45,46,7,False
737,charjabug,bug,electric,400,57,82,95,55,75,36,7,False
738,vikavolt,bug,electric,500,77,70,90,145,75,43,7,False
739,crabrawler,fighting,none,338,47,82,57,42,47,63,7,False
740,crabominable,fighting,ice,478,97,132,77,62,67,43,7,False
741,oricorio baile style,fire,flying,476,75,70,70,98,70,93,7,False
741,oricorio pom-pom style,electric,flying,476,75,70,70,98,70,93,7,False
741,oricorio p'au style,psychic,flying,476,75,70,70,98,70,93,7,False
741,oricorio sensu style,ghost,flying,476,75,70,70,98,70,93,7,False
742,cutiefly,bug,fairy,304,40,45,40,55,40,84,7,False
743,ribombee,bug,fairy,464,60,55,60,95,70,124,7,False
744,rockruff,rock,none,280,45,65,40,30,40,60,7,False
745,lycanroc midday forme,rock,none,487,75,115,65,55,65,112,7,False
745,lycanroc midnight forme,rock,none,487,85,115,75,55,75,82,7,False
745,lycanroc dusk forme,rock,none,487,75,117,65,55,65,110,7,False
746,wishiwashi solo forme,water,none,175,45,20,20,25,25,40,7,False
746,wishiwashi school forme,water,none,620,45,140,130,140,135,30,7,False
747,mareanie,poison,water,305,50,53,62,43,52,45,7,False
748,toxapex,poison,water,495,50,63,152,53,142,35,7,False
749,mudbray,ground,none,385,70,100,70,45,55,45,7,False
750,mudsdale,ground,none,500,100,125,100,55,85,35,7,False
751,dewpider,water,bug,269,38,40,52,40,72,27,7,False
752,araquanid,water,bug,454,68,70,92,50,132,42,7,False
753,fomantis,grass,none,250,40,55,35,50,35,35,7,False
754,lurantis,grass,none,480,70,105,90,80,90,45,7,False
755,morelull,grass,fairy,285,40,35,55,65,75,15,7,False
756,shiinotic,grass,fairy,405,60,45,80,90,100,30,7,False
757,salandit,poison,fire,320,48,44,40,71,40,77,7,False
758,salazzle,poison,fire,480,68,64,60,111,60,117,7,False
759,stufful,normal,fighting,340,70,75,50,45,50,50,7,False
