index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,smogon_vgc_usage_2022,smogon_vgc_usage_2023,smogon_vgc_usage_2024,worlds_vgc_usage_2022,worlds_vgc_usage_2023,worlds_vgc_usage_2024,avg_smogon_usage,avg_worlds_usage,avg_total_usage,high_usage
231,phanpy,ground,no_type,pickup,none,sand-veil,90,60,60,40,40,40,330,False,False,generation-ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
232,donphan,ground,no_type,sturdy,none,sand-veil,90,120,120,60,60,50,500,False,False,generation-ii,0.0,0.01344,0.00062,0.0,0.0,0.0,0.004686666666666667,0.0,0.0023433333333333336,0
233,porygon2,normal,no_type,trace,download,analytic,85,80,90,105,95,60,515,False,False,generation-ii,7.25008,0.0,2.25316,13.21,0.0,13.72,3.1677466666666665,8.976666666666667,6.072206666666666,1
234,stantler,normal,no_type,intimidate,frisk,sap-sipper,73,95,62,85,65,85,465,False,False,generation-ii,0.0,0.01101,0.00425,0.0,0.0,0.0,0.005086666666666667,0.0,0.0025433333333333336,0
235,smeargle,normal,no_type,own-tempo,technician,moody,55,20,35,20,45,75,250,False,False,generation-ii,0.0,0.0,1.24201,0.0,0.0,0.2,0.41400333333333333,0.06666666666666667,0.240335,1
236,tyrogue,fighting,no_type,guts,steadfast,vital-spirit,35,35,35,35,35,35,210,False,False,generation-ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
237,hitmontop,fighting,no_type,intimidate,technician,steadfast,50,95,95,35,110,70,455,False,False,generation-ii,0.44831,0.0,0.27462,0.14,0.0,0.04,0.24097666666666664,0.060000000000000005,0.15048833333333334,1
238,smoochum,ice,psychic,oblivious,forewarn,hydration,45,30,15,85,65,65,305,False,False,generation-ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
239,elekid,electric,no_type,static,none,vital-spirit,45,63,37,65,55,95,360,False,False,generation-ii,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.013333333333333334,0.006666666666666667,0
240,magby,fire,no_type,flame-body,none,vital-spirit,45,75,37,70,55,83,365,False,False,generation-ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
241,miltank,normal,no_type,thick-fat,scrappy,sap-sipper,95,80,105,40,70,100,490,False,False,generation-ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
242,blissey,normal,no_type,natural-cure,serene-grace,healer,255,10,10,75,135,55,540,False,False,generation-ii,0.00243,0.00559,0.00862,0.0,0.0,0.0,0.005546666666666666,0.0,0.002773333333333333,0
243,raikou,electric,no_type,pressure,none,inner-focus,90,85,75,115,100,115,580,True,False,generation-ii,0.15819,0.0,0.15887,0.19,0.0,0.0,0.10568666666666666,0.06333333333333334,0.08451,1
244,entei,fire,no_type,pressure,none,inner-focus,115,115,85,90,75,100,580,True,False,generation-ii,1.32902,0.0,12.61883,0.58,0.0,0.0,4.649283333333334,0.19333333333333333,2.4213083333333336,1
245,suicune,water,no_type,pressure,none,inner-focus,100,75,115,90,115,85,580,True,False,generation-ii,1.45767,0.0,0.66491,0.46,0.0,0.0,0.7075266666666667,0.15333333333333335,0.43043000000000003,1
246,larvitar,rock,ground,guts,none,sand-veil,50,64,50,45,50,41,300,False,False,generation-ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
247,pupitar,rock,ground,shed-skin,none,none,70,84,70,65,70,51,410,False,False,generation-ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
248,tyranitar,rock,dark,sand-stream,none,unnerve,100,134,110,95,100,61,600,False,False,generation-ii,0.09196,5.91237,1.83539,0.23,1.01,5.43,2.6132400000000002,2.223333333333333,2.418286666666667,1
248,tyranitar-mega,rock,dark,sand-stream,none,none,100,164,150,95,120,71,700,False,False,generation-ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
249,lugia,psychic,flying,pressure,none,multiscale,106,90,130,90,154,110,680,True,False,generation-ii,0.62118,0.0,0.26919,0.42,0.0,0.0,0.29678999999999994,0.13999999999999999,0.21839499999999995,1
250,ho-oh,fire,flying,pressure,none,regenerator,106,130,90,110,154,90,680,True,False,generation-ii,1.36268,0.0,0.68097,0.42,0.0,0.0,0.6812166666666667,0.13999999999999999,0.41060833333333335,1
251,celebi,psychic,grass,natural-cure,none,none,100,100,100,100,100,100,600,False,True,generation-ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
252,treecko,grass,no_type,overgrow,none,unburden,40,45,35,65,55,70,310,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
253,grovyle,grass,no_type,overgrow,none,unburden,50,65,45,85,65,95,405,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
254,sceptile,grass,no_type,overgrow,none,unburden,70,85,65,105,85,120,530,False,False,generation-iii,0.00277,0.0,0.10106,0.0,0.0,0.0,0.034609999999999995,0.0,0.017304999999999997,0
254,sceptile-mega,grass,dragon,lightning-rod,none,none,70,110,75,145,85,145,630,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
255,torchic,fire,no_type,blaze,none,speed-boost,45,60,40,70,50,45,310,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
256,combusken,fire,fighting,blaze,none,speed-boost,60,85,60,85,60,55,405,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
257,blaziken,fire,fighting,blaze,none,speed-boost,80,120,70,110,70,80,530,False,False,generation-iii,0.00474,0.0,0.12005,0.0,0.0,0.6,0.041596666666666664,0.19999999999999998,0.12079833333333333,1
257,blaziken-mega,fire,fighting,speed-boost,none,none,80,160,80,130,80,100,630,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
258,mudkip,water,no_type,torrent,none,damp,50,70,50,50,50,40,310,False,False,generation-iii,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.013333333333333334,0.006666666666666667,0
259,marshtomp,water,ground,torrent,none,damp,70,85,70,60,70,50,405,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
260,swampert,water,ground,torrent,none,damp,100,110,90,85,90,60,535,False,False,generation-iii,0.05529,0.0,0.03132,0.0,0.0,0.0,0.028869999999999996,0.0,0.014434999999999998,0
260,swampert-mega,water,ground,swift-swim,none,none,100,150,110,95,110,70,635,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
261,poochyena,dark,no_type,run-away,quick-feet,rattled,35,55,35,30,30,35,220,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
262,mightyena,dark,no_type,intimidate,quick-feet,moxie,70,90,70,60,60,70,420,False,False,generation-iii,0.0,0.00347,1e-05,0.0,0.0,0.04,0.00116,0.013333333333333334,0.007246666666666667,0
263,zigzagoon,normal,no_type,pickup,gluttony,quick-feet,38,30,41,30,41,60,240,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
263,zigzagoon-galar,dark,normal,pickup,gluttony,quick-feet,38,30,41,30,41,60,240,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
264,linoone,normal,no_type,pickup,gluttony,quick-feet,78,70,61,50,61,100,420,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
264,linoone-galar,dark,normal,pickup,gluttony,quick-feet,78,70,61,50,61,100,420,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
265,wurmple,bug,no_type,shield-dust,none,run-away,45,45,35,20,30,20,195,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
266,silcoon,bug,no_type,shed-skin,none,none,50,35,55,25,25,15,205,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
267,beautifly,bug,flying,swarm,none,rivalry,60,70,50,100,50,65,395,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
268,cascoon,bug,no_type,shed-skin,none,none,50,35,55,25,25,15,205,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
269,dustox,bug,poison,shield-dust,none,compound-eyes,60,50,70,50,90,65,385,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
270,lotad,water,grass,swift-swim,rain-dish,own-tempo,40,30,30,40,50,30,220,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
271,lombre,water,grass,swift-swim,rain-dish,own-tempo,60,50,50,60,70,50,340,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
272,ludicolo,water,grass,swift-swim,rain-dish,own-tempo,80,70,70,90,100,70,480,False,False,generation-iii,0.33429,0.53027,0.06202,0.0,0.06,0.0,0.30885999999999997,0.02,0.16443,1
273,seedot,grass,no_type,chlorophyll,early-bird,pickpocket,40,40,50,30,30,30,220,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
274,nuzleaf,grass,dark,chlorophyll,early-bird,pickpocket,70,70,40,60,40,60,340,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
275,shiftry,grass,dark,chlorophyll,wind-rider,pickpocket,90,100,60,90,60,80,480,False,False,generation-iii,0.00936,0.91003,0.0761,0.0,0.32,0.05,0.33183,0.12333333333333334,0.22758166666666668,1
276,taillow,normal,flying,guts,none,scrappy,40,55,30,30,30,85,270,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
277,swellow,normal,flying,guts,none,scrappy,60,85,60,75,50,125,455,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
278,wingull,water,flying,keen-eye,hydration,rain-dish,40,30,30,55,30,85,270,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
279,pelipper,water,flying,keen-eye,drizzle,rain-dish,60,50,100,95,70,65,440,False,False,generation-iii,0.12019,5.51125,3.96501,0.0,1.06,19.51,3.198816666666667,6.8566666666666665,5.0277416666666666,1
280,ralts,psychic,fairy,synchronize,trace,telepathy,28,25,25,45,35,40,198,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
281,kirlia,psychic,fairy,synchronize,trace,telepathy,38,35,35,65,55,50,278,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
282,gardevoir,psychic,fairy,synchronize,trace,telepathy,68,65,65,125,115,80,518,False,False,generation-iii,0.00658,0.64392,0.03996,0.0,0.0,0.32,0.23015333333333335,0.10666666666666667,0.16841,1
282,gardevoir-mega,psychic,fairy,pixilate,none,none,68,85,65,165,135,100,618,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
283,surskit,bug,water,swift-swim,none,rain-dish,40,30,32,50,52,65,269,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
284,masquerain,bug,flying,intimidate,none,unnerve,70,60,62,100,82,80,454,False,False,generation-iii,0.0,0.01418,0.00334,0.0,0.0,0.0,0.005840000000000001,0.0,0.0029200000000000003,0
285,shroomish,grass,no_type,effect-spore,poison-heal,quick-feet,60,40,60,40,60,35,295,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
286,breloom,grass,fighting,effect-spore,poison-heal,technician,60,130,80,60,60,70,460,False,False,generation-iii,0.0,0.70696,0.04988,0.0,0.04,0.23,0.25228,0.09000000000000001,0.17114000000000001,1
287,slakoth,normal,no_type,truant,none,none,60,60,60,35,35,30,280,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
288,vigoroth,normal,no_type,vital-spirit,none,none,80,80,80,55,55,90,440,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
289,slaking,normal,no_type,truant,none,none,150,160,100,95,65,100,670,False,False,generation-iii,0.0,0.05882,0.02083,0.0,0.07,0.29,0.02655,0.12,0.07327499999999999,1
290,nincada,bug,ground,compound-eyes,none,run-away,31,45,90,30,30,40,266,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
291,ninjask,bug,flying,speed-boost,none,infiltrator,61,90,45,50,50,160,456,False,False,generation-iii,0.00493,0.0,0.0,0.0,0.0,0.0,0.0016433333333333335,0.0,0.0008216666666666667,0
292,shedinja,bug,ghost,wonder-guard,none,none,1,90,45,30,30,40,236,False,False,generation-iii,0.65669,0.0,0.0,3.09,0.0,0.0,0.21889666666666666,1.03,0.6244483333333334,1
293,whismur,normal,no_type,soundproof,none,rattled,64,51,23,51,23,28,240,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
294,loudred,normal,no_type,soundproof,none,scrappy,84,71,43,71,43,48,360,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
295,exploud,normal,no_type,soundproof,none,scrappy,104,91,63,91,73,68,490,False,False,generation-iii,0.0006,0.0,0.0,0.0,0.0,0.0,0.00019999999999999998,0.0,9.999999999999999e-05,0
296,makuhita,fighting,no_type,thick-fat,guts,sheer-force,72,60,30,20,30,25,237,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
297,hariyama,fighting,no_type,thick-fat,guts,sheer-force,144,120,60,40,60,50,474,False,False,generation-iii,0.0,1.18322,0.06518,0.0,0.0,0.11,0.4161333333333333,0.03666666666666667,0.2264,1
298,azurill,normal,fairy,thick-fat,huge-power,sap-sipper,50,20,40,20,40,20,190,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
299,nosepass,rock,no_type,sturdy,magnet-pull,sand-force,30,45,135,45,90,30,375,False,False,generation-iii,0.0,0.00011,0.0,0.0,0.0,0.0,3.6666666666666666e-05,0.0,1.8333333333333333e-05,0
300,skitty,normal,no_type,cute-charm,normalize,wonder-skin,50,45,45,35,35,50,260,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
301,delcatty,normal,no_type,cute-charm,normalize,wonder-skin,70,65,65,55,55,90,400,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
302,sableye,dark,ghost,keen-eye,stall,prankster,50,75,75,65,65,50,380,False,False,generation-iii,0.9337,2.27836,0.34594,1.18,0.06,0.31,1.1860000000000002,0.5166666666666667,0.8513333333333335,1
302,sableye-mega,dark,ghost,magic-bounce,none,none,50,85,125,85,115,20,480,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
303,mawile,steel,fairy,hyper-cutter,intimidate,sheer-force,50,85,85,55,55,50,380,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
303,mawile-mega,steel,fairy,huge-power,none,none,50,105,125,55,95,50,480,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
304,aron,steel,rock,sturdy,rock-head,heavy-metal,50,70,100,40,40,30,330,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
305,lairon,steel,rock,sturdy,rock-head,heavy-metal,60,90,140,50,50,40,430,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
306,aggron,steel,rock,sturdy,rock-head,heavy-metal,70,110,180,60,60,50,530,False,False,generation-iii,0.00191,0.0,0.0,0.08,0.0,0.0,0.0006366666666666667,0.02666666666666667,0.013651666666666668,0
306,aggron-mega,steel,no_type,filter,none,none,70,140,230,60,80,50,630,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
307,meditite,fighting,psychic,pure-power,none,telepathy,30,40,55,40,55,60,280,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
308,medicham,fighting,psychic,pure-power,none,telepathy,60,60,75,60,75,80,410,False,False,generation-iii,0.0,0.13938,0.03728,0.0,0.0,0.0,0.05888666666666667,0.0,0.029443333333333335,1
308,medicham-mega,fighting,psychic,pure-power,none,none,60,100,85,80,85,100,510,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
309,electrike,electric,no_type,static,lightning-rod,minus,40,45,40,65,40,65,295,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
310,manectric,electric,no_type,static,lightning-rod,minus,70,75,60,105,60,105,475,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
310,manectric-mega,electric,no_type,intimidate,none,none,70,75,80,135,80,135,575,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
311,plusle,electric,no_type,plus,none,lightning-rod,60,50,40,85,75,95,405,False,False,generation-iii,0.0,0.0,0.00076,0.0,0.0,0.0,0.00025333333333333333,0.0,0.00012666666666666666,0
312,minun,electric,no_type,minus,none,volt-absorb,60,40,50,75,85,95,405,False,False,generation-iii,0.0,0.0,1e-05,0.0,0.0,0.0,3.3333333333333337e-06,0.0,1.6666666666666669e-06,0
313,volbeat,bug,no_type,illuminate,swarm,prankster,65,73,75,47,85,85,430,False,False,generation-iii,0.0,0.10653,0.03474,0.0,0.0,0.09,0.04709,0.03,0.038544999999999996,1
314,illumise,bug,no_type,oblivious,tinted-lens,prankster,65,47,75,73,85,85,430,False,False,generation-iii,0.0,0.41323,0.01111,0.0,0.26,0.07,0.14144666666666666,0.11,0.12572333333333333,1
315,roselia,grass,poison,natural-cure,poison-point,leaf-guard,50,60,45,100,80,65,400,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
316,gulpin,poison,no_type,liquid-ooze,sticky-hold,gluttony,70,43,53,43,53,40,302,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
317,swalot,poison,no_type,liquid-ooze,sticky-hold,gluttony,100,73,83,73,83,55,467,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
318,carvanha,water,dark,rough-skin,none,speed-boost,45,90,20,65,20,65,305,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
319,sharpedo,water,dark,rough-skin,none,speed-boost,70,120,40,95,40,95,460,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
319,sharpedo-mega,water,dark,strong-jaw,none,none,70,140,70,110,65,105,560,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
320,wailmer,water,no_type,water-veil,oblivious,pressure,130,70,35,70,35,60,400,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
321,wailord,water,no_type,water-veil,oblivious,pressure,170,90,45,90,45,60,500,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
322,numel,fire,ground,oblivious,simple,own-tempo,60,60,40,65,45,35,305,False,False,generation-iii,0.0,0.0,1e-05,0.0,0.0,0.0,3.3333333333333337e-06,0.0,1.6666666666666669e-06,0
323,camerupt,fire,ground,magma-armor,solid-rock,anger-point,70,100,70,105,75,40,460,False,False,generation-iii,0.0,0.01802,0.00746,0.0,0.04,0.0,0.008493333333333334,0.013333333333333334,0.010913333333333334,0
323,camerupt-mega,fire,ground,sheer-force,none,none,70,120,100,145,105,20,560,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
324,torkoal,fire,no_type,white-smoke,drought,shell-armor,70,85,140,85,70,20,470,False,False,generation-iii,3.17307,14.95923,5.22535,2.11,5.24,7.84,7.7858833333333335,5.0633333333333335,6.4246083333333335,1
325,spoink,psychic,no_type,thick-fat,own-tempo,gluttony,60,25,35,70,80,60,330,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
326,grumpig,psychic,no_type,thick-fat,own-tempo,gluttony,80,45,65,90,110,80,470,False,False,generation-iii,0.0,0.0006,0.00121,0.0,0.0,0.0,0.0006033333333333333,0.0,0.00030166666666666666,0
327,spinda,normal,no_type,own-tempo,tangled-feet,contrary,60,60,60,60,60,60,360,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
328,trapinch,ground,no_type,hyper-cutter,arena-trap,sheer-force,45,100,45,45,45,10,290,False,False,generation-iii,0.0,0.0,0.00218,0.1,0.0,0.04,0.0007266666666666667,0.04666666666666667,0.023696666666666668,1
329,vibrava,ground,dragon,levitate,none,none,50,70,50,50,50,70,340,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
330,flygon,ground,dragon,levitate,none,none,80,100,80,80,80,100,520,False,False,generation-iii,0.0,0.0,0.00894,0.0,0.0,0.0,0.00298,0.0,0.00149,0
331,cacnea,grass,no_type,sand-veil,none,water-absorb,50,85,40,85,40,35,335,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
332,cacturne,grass,dark,sand-veil,none,water-absorb,70,115,60,115,60,55,475,False,False,generation-iii,0.0,0.00493,0.00021,0.0,0.0,0.0,0.0017133333333333334,0.0,0.0008566666666666667,0
333,swablu,normal,flying,natural-cure,none,cloud-nine,45,40,60,40,75,50,310,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
334,altaria,dragon,flying,natural-cure,none,cloud-nine,75,70,90,70,105,80,490,False,False,generation-iii,0.00028,0.0406,0.00669,0.0,0.0,0.0,0.015856666666666668,0.0,0.007928333333333334,0
334,altaria-mega,dragon,fairy,pixilate,none,none,75,110,110,110,105,80,590,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
335,zangoose,normal,no_type,immunity,none,toxic-boost,73,115,60,60,60,90,458,False,False,generation-iii,0.0,0.00043,2e-05,0.0,0.0,0.0,0.00015,0.0,7.5e-05,0
336,seviper,poison,no_type,shed-skin,none,infiltrator,73,100,60,100,60,65,458,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
337,lunatone,rock,psychic,levitate,none,none,90,55,65,95,85,70,460,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
338,solrock,rock,psychic,levitate,none,none,90,95,85,55,65,70,460,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
339,barboach,water,ground,oblivious,anticipation,hydration,50,48,43,46,41,60,288,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
340,whiscash,water,ground,oblivious,anticipation,hydration,110,78,73,76,71,60,468,False,False,generation-iii,0.0,0.0,6e-05,0.0,0.0,0.0,2e-05,0.0,1e-05,0
341,corphish,water,no_type,hyper-cutter,shell-armor,adaptability,43,80,65,50,35,35,308,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
342,crawdaunt,water,dark,hyper-cutter,shell-armor,adaptability,63,120,85,90,55,55,468,False,False,generation-iii,0.00593,0.06258,0.01103,0.0,0.0,0.0,0.026513333333333333,0.0,0.013256666666666667,0
343,baltoy,ground,psychic,levitate,none,none,40,40,55,40,70,55,300,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
344,claydol,ground,psychic,levitate,none,none,60,70,105,70,120,75,500,False,False,generation-iii,5e-05,0.0,0.0,0.0,0.0,0.0,1.6666666666666667e-05,0.0,8.333333333333334e-06,0
345,lileep,rock,grass,suction-cups,none,storm-drain,66,41,77,61,87,23,355,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
346,cradily,rock,grass,suction-cups,none,storm-drain,86,81,97,81,107,43,495,False,False,generation-iii,0.02295,0.0,0.0,0.04,0.0,0.0,0.0076500000000000005,0.013333333333333334,0.010491666666666667,0
347,anorith,rock,bug,battle-armor,none,swift-swim,45,95,50,40,50,75,355,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
348,armaldo,rock,bug,battle-armor,none,swift-swim,75,125,100,70,80,45,495,False,False,generation-iii,0.0008,0.0,0.0,0.0,0.0,0.0,0.0002666666666666667,0.0,0.00013333333333333334,0
349,feebas,water,no_type,swift-swim,oblivious,adaptability,20,15,20,10,55,80,200,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
350,milotic,water,no_type,marvel-scale,competitive,cute-charm,95,60,79,100,125,81,540,False,False,generation-iii,0.41164,4.16544,0.55265,0.14,2.54,0.38,1.70991,1.02,1.3649550000000001,1
351,castform,normal,no_type,forecast,none,none,70,70,70,70,70,70,420,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
351,castform-sunny,fire,no_type,forecast,none,none,70,70,70,70,70,70,420,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
351,castform-rainy,water,no_type,forecast,none,none,70,70,70,70,70,70,420,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
351,castform-snowy,ice,no_type,forecast,none,none,70,70,70,70,70,70,420,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
352,kecleon,normal,no_type,color-change,none,protean,60,90,70,60,120,40,440,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
353,shuppet,ghost,no_type,insomnia,frisk,cursed-body,44,75,35,63,33,45,295,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
354,banette,ghost,no_type,insomnia,frisk,cursed-body,64,115,65,83,63,65,455,False,False,generation-iii,0.0,0.00069,7e-05,0.0,0.0,0.0,0.00025333333333333333,0.0,0.00012666666666666666,0
354,banette-mega,ghost,no_type,prankster,none,none,64,165,75,93,83,75,555,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
355,duskull,ghost,no_type,levitate,none,frisk,20,40,90,30,90,25,295,False,False,generation-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
356,dusclops,ghost,no_type,pressure,none,frisk,40,70,130,60,130,25,455,False,False,generation-iii,3.16546,1.47095,0.52334,0.35,3.68,0.38,1.7199166666666665,1.47,1.5949583333333333,1
357,tropius,grass,flying,chlorophyll,solar-power,harvest,99,68,83,72,87,51,460,False,False,generation-iii,0.0,0.05184,0.00319,0.0,0.0,0.0,0.018343333333333333,0.0,0.009171666666666667,0
358,chimecho,psychic,no_type,levitate,none,none,75,50,80,95,90,65,455,False,False,generation-iii,0.0,0.00405,1e-05,0.0,0.0,0.0,0.0013533333333333331,0.0,0.0006766666666666666,0
